name	kind	file	line	compartment	status	tags	signature
centerInterfaceSupportNode_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	874	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem centerInterfaceSupportNode_cubic_valid (kind : CenterInterfaceSupportKind) (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : NeighborInOpenSignedStrip (centerInterfaceSupportNode kind) beta (a + 1 / beta) := by
centerBaseRedExtraKind_card	theorem	lean/class_ii_neighbor2_extensions.lean	896	affine-catalogue	lean-declaration	neighbor	theorem centerBaseRedExtraKind_card : Fintype.card CenterBaseRedExtraKind = 10 := by
centerBaseRedExtraNode_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	914	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip	theorem centerBaseRedExtraNode_in_open_strip (kind : CenterBaseRedExtraKind) (b c : ℝ) (hc : 3 < c) (hgapLower : 1 / 2 < b - c) (hgapUpper : b - c < 1) : NeighborInOpenSignedStrip (centerBaseRedExtraNode kind) b c := by
centerBaseRedExtraNode_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	927	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem centerBaseRedExtraNode_cubic_valid (kind : CenterBaseRedExtraKind) (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : NeighborInOpenSignedStrip (centerBaseRedExtraNode kind) beta (a + 1 / beta) := by
affine_closed_form_identity	theorem	lean/class_ii_neighbor_d_support.lean	69	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem affine_closed_form_identity (e : AffineEdge) (a : Int) : affineWeight e a - affineWeight e 3 = e.slope * (a - 3) := by
affine_catalogue_affine	theorem	lean/class_ii_neighbor_d_support.lean	75	affine-catalogue+graph	lean-declaration	affine,catalogue,edge,neighbor	theorem affine_catalogue_affine (e : AffineEdge) (a : Int) : affineWeight e a = affineWeight e 3 + (a - 3) * e.slope := by
neighbor0Edges_card	theorem	lean/class_ii_neighbor_d_support.lean	102	affine-catalogue+graph	lean-declaration	edge,neighbor	theorem neighbor0Edges_card : neighbor0Edges.card = 41 := by unfold neighbor0Edges neighbor0EdgeList native_decide
neighbor0BoundarySource_eq	theorem	lean/class_ii_neighbor_d_support.lean	115	affine-catalogue	lean-declaration	neighbor	theorem neighbor0BoundarySource_eq : neighbor0BoundarySource = {1, 4, 8, 9} := by
neighbor0BoundaryTarget_eq	theorem	lean/class_ii_neighbor_d_support.lean	120	affine-catalogue	lean-declaration	neighbor	theorem neighbor0BoundaryTarget_eq : neighbor0BoundaryTarget = {0, 1, 2, 9, 10, 12} := by
neighbor0_d_nnz	theorem	lean/class_ii_neighbor_d_support.lean	125	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor0_d_nnz : ({e ∈ neighbor0Edges | e.slope ≠ 0} : Finset AffineEdge).card = 12 := by
neighbor0_catalogue_affine	theorem	lean/class_ii_neighbor_d_support.lean	130	affine-catalogue+graph	lean-declaration	affine,catalogue,edge,neighbor	theorem neighbor0_catalogue_affine (a : Int) (e : AffineEdge) (he : e ∈ neighbor0Edges) : affineWeight e a = affineWeight e 3 + (a - 3) * e.slope :=
neighbor0_boundary_layer_support	theorem	lean/class_ii_neighbor_d_support.lean	138	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor0_boundary_layer_support : ({e ∈ neighbor0Edges | e.slope ≠ 0} : Finset AffineEdge).card = 12 ∧ (∀ s ∈ neighbor0BoundarySource, s = 1 ∨ s = 4 ∨ s = 8 ∨ s = 9) ∧ (∀ t ∈ neighbor0BoundaryTarget, t = 0 ∨ t = 1 ∨ t = 2 ∨ t = 9 ∨ t = 10 ∨ t = 12) := by
neighbor1Edges_card	theorem	lean/class_ii_neighbor_d_support.lean	173	affine-catalogue+graph	lean-declaration	edge,neighbor	theorem neighbor1Edges_card : neighbor1Edges.card = 34 := by unfold neighbor1Edges neighbor1EdgeList native_decide
neighbor1BoundarySource_eq	theorem	lean/class_ii_neighbor_d_support.lean	183	affine-catalogue	lean-declaration	neighbor	theorem neighbor1BoundarySource_eq : neighbor1BoundarySource = {1, 9} := by
neighbor1BoundaryTarget_eq	theorem	lean/class_ii_neighbor_d_support.lean	188	affine-catalogue	lean-declaration	neighbor	theorem neighbor1BoundaryTarget_eq : neighbor1BoundaryTarget = {0, 1, 2, 9, 12} := by
neighbor1_d_nnz	theorem	lean/class_ii_neighbor_d_support.lean	193	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor1_d_nnz : ({e ∈ neighbor1Edges | e.slope ≠ 0} : Finset AffineEdge).card = 5 := by
neighbor1_boundary_layer_support	theorem	lean/class_ii_neighbor_d_support.lean	201	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor1_boundary_layer_support : ({e ∈ neighbor1Edges | e.slope ≠ 0} : Finset AffineEdge).card = 5 ∧ (∀ s ∈ neighbor1BoundarySource, s = 1 ∨ s = 9) ∧ (∀ t ∈ neighbor1BoundaryTarget, t = 0 ∨ t = 1 ∨ t = 2 ∨ t = 9 ∨ t = 12) := by
neighbor2Edges_card	theorem	lean/class_ii_neighbor_d_support.lean	253	affine-catalogue+graph	lean-declaration	edge,neighbor	theorem neighbor2Edges_card : neighbor2Edges.card = 91 := by unfold neighbor2Edges neighbor2EdgeList native_decide
neighbor2BoundarySource_eq	theorem	lean/class_ii_neighbor_d_support.lean	263	affine-catalogue	lean-declaration	neighbor	theorem neighbor2BoundarySource_eq : neighbor2BoundarySource = {3, 9, 14, 16} := by
neighbor2BoundaryTarget_eq	theorem	lean/class_ii_neighbor_d_support.lean	268	affine-catalogue	lean-declaration	neighbor	theorem neighbor2BoundaryTarget_eq : neighbor2BoundaryTarget = {2, 3, 4, 6, 7, 15, 16, 18, 20, 24, 25, 26} := by
neighbor2_d_nnz	theorem	lean/class_ii_neighbor_d_support.lean	274	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor2_d_nnz : ({e ∈ neighbor2Edges | e.slope ≠ 0} : Finset AffineEdge).card = 24 := by
neighbor2_boundary_layer_support	theorem	lean/class_ii_neighbor_d_support.lean	282	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem neighbor2_boundary_layer_support : ({e ∈ neighbor2Edges | e.slope ≠ 0} : Finset AffineEdge).card = 24 ∧ (∀ s ∈ neighbor2BoundarySource, s = 3 ∨ s = 9 ∨ s = 14 ∨ s = 16) ∧ (∀ t ∈ neighbor2BoundaryTarget, t = 2 ∨ t = 3 ∨ t = 4 ∨ t = 6 ∨ t = 7 ∨ t = 15 ∨ t = 16 ∨ t = 18 ∨ t = 20 ∨ t = 24 ∨ t = 25 ∨ t = 26) := by
all_neighbors_boundary_layer_support	theorem	lean/class_ii_neighbor_d_support.lean	304	affine-catalogue+graph	lean-declaration	affine,edge,neighbor	theorem all_neighbors_boundary_layer_support : (({e ∈ neighbor0Edges | e.slope ≠ 0} : Finset AffineEdge).card = 12 ∧ ({e ∈ neighbor1Edges | e.slope ≠ 0} : Finset AffineEdge).card = 5 ∧ ({e ∈ neighbor2Edges | e.slope ≠ 0} : Finset AffineEdge).card = 24) ∧ neighbor0BoundarySource = {1, 4, 8, 9} ∧ neighbor1BoundarySource = {1, 9} ∧ neighbor2BoundarySource = {3, 9, 14, 16} := by
neighbor0_eval_pred	theorem	lean/class_ii_neighbor_dominance.lean	40	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor0_eval_pred (a : ℤ) : neighbor0CoreFactor a (a-1) = a*(a-2)*(-2*a^5 + 9*a^4 - 11*a^3 + 4*a^2 - 3*a - 1) := by
neighbor1_eval_self	theorem	lean/class_ii_neighbor_dominance.lean	46	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor1_eval_self (a : ℤ) : neighbor1CoreFactor a a = -a^3 - 2*a^2 + a := by
neighbor2_eval_self	theorem	lean/class_ii_neighbor_dominance.lean	51	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor2_eval_self (a : ℤ) : neighbor2CoreFactor a a = -4*a^11 - 3*a^10 - 7*a^9 - 2*a^8 + 3*a^7 - 7*a^6 - a^5 - 14*a^4 + 10*a^3 - 3*a^2 - 4 := by
neighbor0_core_negative_at_pred	theorem	lean/class_ii_neighbor_dominance.lean	58	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor0_core_negative_at_pred (a : ℤ) (ha : 3 ≤ a) : neighbor0CoreFactor a (a-1) < 0 := by
neighbor1_core_negative_at_self	theorem	lean/class_ii_neighbor_dominance.lean	80	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor1_core_negative_at_self (a : ℤ) (ha : 3 ≤ a) : neighbor1CoreFactor a a < 0 := by
neighbor2_core_negative_at_self	theorem	lean/class_ii_neighbor_dominance.lean	88	spectral+affine-catalogue	lean-declaration	dominance,neighbor	theorem neighbor2_core_negative_at_self (a : ℤ) (ha : 3 ≤ a) : neighbor2CoreFactor a a < 0 := by
neighbor0_shell_below_pred	theorem	lean/class_ii_neighbor_dominance.lean	112	spectral+affine-catalogue	lean-declaration	dominance,neighbor,shell	theorem neighbor0_shell_below_pred (a t lambda : ℝ) (_ha : 3 ≤ a) (ht : t ≤ a-3) (hlambda : 0 < lambda) (heq : lambda + 1/lambda = t+2) : lambda < a-1 := by
neighbor1_shell_below_pred	theorem	lean/class_ii_neighbor_dominance.lean	120	spectral+affine-catalogue	lean-declaration	dominance,neighbor,shell	theorem neighbor1_shell_below_pred (a t lambda : ℝ) (ha : 3 ≤ a) (ht0 : 0 ≤ t) (ht : t ≤ a-2) (_hlambda : 0 ≤ lambda) (heq : lambda^2 = t*(t+2)) : lambda < a-1 := by
neighbor2_shell_below_self	theorem	lean/class_ii_neighbor_dominance.lean	128	spectral+affine-catalogue	lean-declaration	dominance,neighbor,shell	theorem neighbor2_shell_below_self (a k lambda : ℝ) (_ha : 3 ≤ a) (hk : k ≤ a-1) (heq : lambda = k) : lambda < a := by
round1Raw27_length	theorem	lean/class_ii_round1_red_pruning.lean	74	affine-catalogue	lean-declaration	round	theorem round1Raw27_length : round1Raw27.length = 27 := by decide
round1Raw27_x2_bound	theorem	lean/class_ii_round1_red_pruning.lean	81	affine-catalogue	lean-declaration	round	theorem round1Raw27_x2_bound : ∀ n ∈ round1Raw27, n.2.2.2.1 = -1 ∨ n.2.2.2.1 = 0 ∨ n.2.2.2.1 = 1 := by
round1RawCandidateKind_card	theorem	lean/class_ii_round1_red_pruning.lean	94	affine-catalogue	lean-declaration	round	theorem round1RawCandidateKind_card : Fintype.card Round1RawCandidateKind = 6 := by native_decide
round1RawCandidateX2_outside_target_range	theorem	lean/class_ii_round1_red_pruning.lean	119	affine-catalogue	lean-declaration	round	theorem round1RawCandidateX2_outside_target_range (kind : Round1RawCandidateKind) (a : ℤ) (ha : 3 ≤ a) : round1RawCandidateX2 kind a ≠ -1 ∧ round1RawCandidateX2 kind a ≠ 0 ∧ round1RawCandidateX2 kind a ≠ 1 := by
round1_red_pruning_no_match	theorem	lean/class_ii_round1_red_pruning.lean	137	affine-catalogue	lean-declaration	round	theorem round1_red_pruning_no_match (kind : Round1RawCandidateKind) (a : ℤ) (ha : 3 ≤ a) : ∀ n ∈ round1Raw27, n.2.2.2.1 ≠ round1RawCandidateX2 kind a := by
affine_no_solution_at_or_above_threshold	theorem	lean/class_ii_round234_shape_closure.lean	55	affine-catalogue	lean-declaration	affine,round	theorem affine_no_solution_at_or_above_threshold (const slope target a0 threshold : ℤ) (hslope : slope ≠ 0) (ha0 : const + a0 * slope = target) (hbelow : a0 < threshold) : ∀ a : ℤ, threshold ≤ a → const + a * slope ≠ target := by
occurrenceSlope_is_zero_or_one	theorem	lean/class_ii_round234_shape_closure.lean	99	affine-catalogue+word-language	lean-declaration	occurrence,round	theorem occurrenceSlope_is_zero_or_one (k : FixedOccurrenceKind) : (occurrenceSlopeIntercept k).1 = 0 ∨ (occurrenceSlopeIntercept k).1 = 1 := by
fixedOccurrenceKind_card	theorem	lean/class_ii_round234_shape_closure.lean	105	affine-catalogue+word-language	lean-declaration	occurrence,round	theorem fixedOccurrenceKind_card : Fintype.card FixedOccurrenceKind = 5 := by native_decide
both_fixed_slope_bounded	theorem	lean/class_ii_round234_shape_closure.lean	117	affine-catalogue+word-language	lean-declaration	occurrence,round	theorem both_fixed_slope_bounded (p q : FixedOccurrenceKind) : let sp := (occurrenceSlopeIntercept p).1
promotedNodes_length	theorem	lean/class_ii_six_vertex_graduation.lean	78	graph	lean-declaration	vertex	theorem promotedNodes_length (q : Int) : (promotedNodes q).length = 6 := by
promotedNodes_nodup	theorem	lean/class_ii_six_vertex_graduation.lean	85	graph	lean-declaration	vertex	theorem promotedNodes_nodup (q : Int) (_hq : 4 ≤ q) : (promotedNodes q).Nodup := by
promoted_disjoint_transferred	theorem	lean/class_ii_six_vertex_graduation.lean	92	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred (q : Int) (_hq : 4 ≤ q) : (promotedNodes q).all (· ≠ transferredNode q) := by
promotedNodes_distinct_at_4	theorem	lean/class_ii_six_vertex_graduation.lean	103	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_4 : (promotedNodes 4).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_5	theorem	lean/class_ii_six_vertex_graduation.lean	106	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_5 : (promotedNodes 5).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_6	theorem	lean/class_ii_six_vertex_graduation.lean	109	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_6 : (promotedNodes 6).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_7	theorem	lean/class_ii_six_vertex_graduation.lean	112	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_7 : (promotedNodes 7).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_8	theorem	lean/class_ii_six_vertex_graduation.lean	115	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_8 : (promotedNodes 8).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_9	theorem	lean/class_ii_six_vertex_graduation.lean	118	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_9 : (promotedNodes 9).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_10	theorem	lean/class_ii_six_vertex_graduation.lean	121	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_10 : (promotedNodes 10).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_20	theorem	lean/class_ii_six_vertex_graduation.lean	124	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_20 : (promotedNodes 20).Nodup := by unfold promotedNodes; decide
promotedNodes_distinct_at_100	theorem	lean/class_ii_six_vertex_graduation.lean	127	graph	lean-declaration	vertex	theorem promotedNodes_distinct_at_100 : (promotedNodes 100).Nodup := by unfold promotedNodes; decide
promoted_disjoint_transferred_at_4	theorem	lean/class_ii_six_vertex_graduation.lean	136	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_4 : (promotedNodes 4).all (· ≠ transferredNode 4) := by
promoted_disjoint_transferred_at_5	theorem	lean/class_ii_six_vertex_graduation.lean	140	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_5 : (promotedNodes 5).all (· ≠ transferredNode 5) := by
promoted_disjoint_transferred_at_6	theorem	lean/class_ii_six_vertex_graduation.lean	144	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_6 : (promotedNodes 6).all (· ≠ transferredNode 6) := by
promoted_disjoint_transferred_at_7	theorem	lean/class_ii_six_vertex_graduation.lean	148	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_7 : (promotedNodes 7).all (· ≠ transferredNode 7) := by
promoted_disjoint_transferred_at_8	theorem	lean/class_ii_six_vertex_graduation.lean	152	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_8 : (promotedNodes 8).all (· ≠ transferredNode 8) := by
promoted_disjoint_transferred_at_9	theorem	lean/class_ii_six_vertex_graduation.lean	156	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_9 : (promotedNodes 9).all (· ≠ transferredNode 9) := by
promoted_disjoint_transferred_at_10	theorem	lean/class_ii_six_vertex_graduation.lean	160	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_10 : (promotedNodes 10).all (· ≠ transferredNode 10) := by
promoted_disjoint_transferred_at_20	theorem	lean/class_ii_six_vertex_graduation.lean	164	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_20 : (promotedNodes 20).all (· ≠ transferredNode 20) := by
promoted_disjoint_transferred_at_100	theorem	lean/class_ii_six_vertex_graduation.lean	168	graph	lean-declaration	vertex	theorem promoted_disjoint_transferred_at_100 : (promotedNodes 100).all (· ≠ transferredNode 100) := by
six_vertex_graduation_total_at_4	theorem	lean/class_ii_six_vertex_graduation.lean	178	graph	lean-declaration	vertex	theorem six_vertex_graduation_total_at_4 : (promotedNodes 4).length + 1 = 7 := by
six_vertex_graduation_total_at_5	theorem	lean/class_ii_six_vertex_graduation.lean	182	graph	lean-declaration	vertex	theorem six_vertex_graduation_total_at_5 : (promotedNodes 5).length + 1 = 7 := by
six_vertex_graduation_total_at_10	theorem	lean/class_ii_six_vertex_graduation.lean	186	graph	lean-declaration	vertex	theorem six_vertex_graduation_total_at_10 : (promotedNodes 10).length + 1 = 7 := by
six_vertex_graduation_total_at_100	theorem	lean/class_ii_six_vertex_graduation.lean	190	graph	lean-declaration	vertex	theorem six_vertex_graduation_total_at_100 : (promotedNodes 100).length + 1 = 7 := by
six_vertex_graduation_closed_form	theorem	lean/class_ii_six_vertex_graduation.lean	206	graph	lean-declaration	vertex	theorem six_vertex_graduation_closed_form :
six_vertex_catalogue_shape_universal	theorem	lean/class_ii_six_vertex_graduation.lean	249	affine-catalogue+graph	lean-declaration	catalogue,vertex	theorem six_vertex_catalogue_shape_universal (q : Int) (hq : 4 ≤ q) : (promotedNodes q).Nodup ∧ (promotedNodes q).all (· ≠ transferredNode q) ∧ (promotedNodes q).length + 1 = 7 := by
shellNode_injective_at_round	theorem	lean/class_ii_terminal_shells.lean	95	affine-catalogue	lean-declaration	round,shell,terminal	theorem shellNode_injective_at_round (q : Int) (hq : 4 ≤ q) : Function.Injective (fun k : ShellKind => shellNode k q) := by
shellNode_right_le_one	theorem	lean/class_ii_terminal_shells.lean	103	affine-catalogue	lean-declaration	shell,terminal	theorem shellNode_right_le_one (k : ShellKind) (q : Int) : (shellNode k q).right ≤ 1 := by
shellNode_right_one_implies_left_zero	theorem	lean/class_ii_terminal_shells.lean	110	affine-catalogue	lean-declaration	shell,terminal	theorem shellNode_right_one_implies_left_zero (k : ShellKind) (q : Int) (h : (shellNode k q).right = 1) : (shellNode k q).left = 0 := by
terminalCrossColours_distinct	theorem	lean/class_ii_terminal_shells.lean	163	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColours_distinct (a : Int) : terminalCrossColour1 a ≠ terminalCrossColour2 a := by
terminalCrossColour1_not_eq_extreme00	theorem	lean/class_ii_terminal_shells.lean	172	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour1_not_eq_extreme00 (a : Int) : terminalCrossColour1 a ≠ interiorExtreme00 a := by
terminalCrossColour2_not_eq_extreme11	theorem	lean/class_ii_terminal_shells.lean	181	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour2_not_eq_extreme11 (a : Int) : terminalCrossColour2 a ≠ interiorExtreme11 a := by
terminalCrossColour1_not_eq_extreme11	theorem	lean/class_ii_terminal_shells.lean	189	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour1_not_eq_extreme11 (a : Int) : terminalCrossColour1 a ≠ interiorExtreme11 a := by
terminalCrossColour2_not_eq_extreme00	theorem	lean/class_ii_terminal_shells.lean	197	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour2_not_eq_extreme00 (a : Int) : terminalCrossColour2 a ≠ interiorExtreme00 a := by
terminalCrossColours_not_eq_interior_extremes	theorem	lean/class_ii_terminal_shells.lean	205	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColours_not_eq_interior_extremes (a : Int) : terminalCrossColour1 a ≠ interiorExtreme00 a ∧ terminalCrossColour1 a ≠ interiorExtreme11 a ∧ terminalCrossColour2 a ≠ interiorExtreme00 a ∧ terminalCrossColour2 a ≠ interiorExtreme11 a := by
terminalCrossColour1_injective	theorem	lean/class_ii_terminal_shells.lean	217	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour1_injective : Function.Injective terminalCrossColour1 := by
terminalCrossColour2_injective	theorem	lean/class_ii_terminal_shells.lean	225	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour2_injective : Function.Injective terminalCrossColour2 := by
terminalCrossColours_cross_injective	theorem	lean/class_ii_terminal_shells.lean	234	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColours_cross_injective (a b : Int) : terminalCrossColour1 a ≠ terminalCrossColour2 b := by
terminalCrossColour1_not_in_interior_shell	theorem	lean/class_ii_terminal_shells.lean	248	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour1_not_in_interior_shell (a q : Int) (_ha : 4 ≤ a) (_hq : 4 ≤ q) (k : ShellKind) : (toClassIINode (terminalCrossColour1 a)) ≠ shellNode k q := by
terminalCrossColour2_not_in_interior_shell	theorem	lean/class_ii_terminal_shells.lean	264	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour2_not_in_interior_shell (a q : Int) (_ha : 4 ≤ a) (_hq : 4 ≤ q) (k : ShellKind) : (toClassIINode (terminalCrossColour2 a)) ≠ shellNode k q := by
terminalCrossColour1_range_infinite	theorem	lean/class_ii_terminal_shells.lean	281	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour1_range_infinite : Set.Infinite (Set.range (fun n : Nat => terminalCrossColour1 (n + 4))) := by
terminalCrossColour2_range_infinite	theorem	lean/class_ii_terminal_shells.lean	295	affine-catalogue	lean-declaration	shell,terminal	theorem terminalCrossColour2_range_infinite : Set.Infinite (Set.range (fun n : Nat => terminalCrossColour2 (n + 4))) := by
interiorShellKindList_length	theorem	lean/class_ii_terminal_shells.lean	327	affine-catalogue	lean-declaration	shell,terminal	theorem interiorShellKindList_length : interiorShellKindList.length = 20 := by rfl
interiorShellKindList_nodup	theorem	lean/class_ii_terminal_shells.lean	330	affine-catalogue	lean-declaration	shell,terminal	theorem interiorShellKindList_nodup : interiorShellKindList.Nodup := by
interiorShellFinset_card	theorem	lean/class_ii_terminal_shells.lean	343	affine-catalogue	lean-declaration	shell,terminal	theorem interiorShellFinset_card (q : Int) (_hq : 4 ≤ q) : (interiorShellFinset q).card = 20 := by
terminalShellList_length	theorem	lean/class_ii_terminal_shells.lean	377	affine-catalogue	lean-declaration	shell,terminal	theorem terminalShellList_length (a : Int) : (terminalShellList a).length = 20 := by
terminalShellList_nodup	theorem	lean/class_ii_terminal_shells.lean	383	affine-catalogue	lean-declaration	shell,terminal	theorem terminalShellList_nodup (a : Int) (_ha : 4 ≤ a) : (terminalShellList a).Nodup := by
terminalShellFinset_card	theorem	lean/class_ii_terminal_shells.lean	412	affine-catalogue	lean-declaration	shell,terminal	theorem terminalShellFinset_card (a : Int) (_ha : 4 ≤ a) : (terminalShellFinset a).card = 20 := by
RavelGenerated.cover_tube_coordinate_bound	theorem	lean/covering_translation_tube.lean	3	general	lean-declaration		theorem cover_tube_coordinate_bound {n : ℕ} (M Δ : ℤ) (x t : Fin n → ℤ) (hx : ∀ i, |x i| ≤ M) (ht : ∀ i, |t i| ≤ Δ) : ∀ i, |x i + t i| ≤ M + Δ := by intro i calc |x i + t i| ≤ |x i| + |t i| := abs_add _ _
RavelGenerated.affine_path_transport	theorem	lean/covering_translation_tube.lean	7	affine-catalogue	lean-declaration	affine	theorem affine_path_transport {State : Type} [AddCommGroup State] (A : State →+ State) (forcing : ℕ → State) (base translation transported : ℕ → State) (h0 : transported 0 = base 0 + translation 0) (hb : ∀ k, base (k+1)=A(base k)+forcing k) (ht : ∀ k, translation(k+1)=A(translation k)) (hz : ∀ k, transported(k+1)=A(transported k)+forcing k) : ∀ k, transported k=base k+translation k := by intro k; induction k with | zero => exact h0 | succ k ih => rw [hz k, ih, map_add, hb k, ht k]; abel
RavelGenerated.cyclePolynomial_monic_succ	theorem	lean/cycle_charpoly_campaign_validation.lean	16	matrix+window+number-theory	lean-declaration	charpoly,polynomial,valid	theorem cyclePolynomial_monic_succ (K : Type*) [Field K] (n : ℕ) : (cyclePolynomial K (n + 1)).Monic := by
RavelGenerated.cyclePolynomial_ne_zero	theorem	lean/cycle_charpoly_campaign_validation.lean	22	matrix+window+number-theory	lean-declaration	charpoly,polynomial,valid	theorem cyclePolynomial_ne_zero (K : Type*) [Field K] (n : ℕ) : cyclePolynomial K (n + 1) ≠ 0 := by
RavelGenerated.canonicalCycleCore_charpoly	theorem	lean/cycle_charpoly_campaign_validation.lean	36	matrix+window+number-theory	lean-declaration	charpoly,polynomial,valid	theorem canonicalCycleCore_charpoly (K : Type*) [Field K] (n : ℕ) : (canonicalCycleCore K n).charpoly = cyclePolynomial K (n + 1) := by
RavelGenerated.canonicalCycleCore_companion_entries	theorem	lean/cycle_charpoly_campaign_validation.lean	53	matrix+window+number-theory	lean-declaration	charpoly,polynomial,valid	theorem canonicalCycleCore_companion_entries (K : Type*) [Field K] (n : ℕ) : let f := cyclePolynomial K (n + 1)
RavelGenerated.defect_splice_step	theorem	lean/defect_spliced_covering_tube.lean	8	general	lean-declaration		theorem defect_splice_step {State : Type*} [AddCommGroup State] (A : State →+ State) (forcing : ℤ →+ State) (x t : State) (digit defect : ℤ) : A (x + t) + forcing (digit + defect) = (A x + forcing digit) + (A t + forcing defect) := by
RavelGenerated.defect_spliced_affine_path_transport	theorem	lean/defect_spliced_covering_tube.lean	25	affine-catalogue	lean-declaration	affine	theorem defect_spliced_affine_path_transport {State : Type*} [AddCommGroup State] (A : State →+ State) (forcing : ℤ →+ State) (base translation transported : ℕ → State) (digit defect : ℕ → ℤ) (hzero : transported 0 = base 0 + translation 0) (hbase : ∀ k, base (k + 1) = A (base k) + forcing (digit k)) (htranslation : ∀ k, translation (k + 1) = A (translation k) + forcing (defect k)) (htransported :
Ravel.FamilyOfFamilies.classII_adjacent_swap_count	theorem	lean/family_of_families_adjacent_swap_counts.lean	13	word-language	lean-declaration	swap	theorem classII_adjacent_swap_count (a b : ℕ) (ha : 0 < a) (hb : 0 < b) : (classIISwapSites a b ha hb).card = 3 := by
Ravel.FamilyOfFamilies.nbonacci_adjacent_swap_count	theorem	lean/family_of_families_adjacent_swap_counts.lean	22	word-language	lean-declaration	swap	theorem nbonacci_adjacent_swap_count (n : ℕ) : (nbonacciSwapSites n).card = n - 1 := by
Ravel.FamilyOfFamilies.nbonacci_adjacent_swap_count_closed_form	theorem	lean/family_of_families_adjacent_swap_counts.lean	27	word-language	lean-declaration	swap	theorem nbonacci_adjacent_swap_count_closed_form (n : ℕ) (hn : 2 ≤ n) : (nbonacciSwapSites n).card + 1 = n := by
